45.2391 	INFO 	Keyboard events cleared
45.2385 	EXP 	fixation: autoDraw = False
45.2385 	EXP 	grating: autoDraw = True
45.5385 	EXP 	grating: autoDraw = False
47.7308 	DATA 	Keypress: right
47.7381 	EXP 	fixation: autoDraw = False
47.7381 	EXP 	grating: autoDraw = False
47.7381 	EXP 	grating: ori = 13.5
47.7381 	EXP 	fixation: autoDraw = True
48.2390 	INFO 	Keyboard events cleared
48.2384 	EXP 	fixation: autoDraw = False
48.2384 	EXP 	grating: autoDraw = True
48.5388 	EXP 	grating: autoDraw = False
54.1629 	DATA 	Keypress: left
54.1712 	EXP 	fixation: autoDraw = False
54.1712 	EXP 	grating: autoDraw = False
54.1712 	EXP 	grating: ori = 14.0
54.1712 	EXP 	fixation: autoDraw = True
54.6718 	INFO 	Keyboard events cleared
54.6712 	EXP 	fixation: autoDraw = False
54.6712 	EXP 	grating: autoDraw = True
54.9714 	EXP 	grating: autoDraw = False
56.8965 	DATA 	Keypress: right
56.9045 	EXP 	fixation: autoDraw = False
56.9045 	EXP 	grating: autoDraw = False
56.9045 	EXP 	grating: ori = 14.0
56.9045 	EXP 	fixation: autoDraw = True
57.4054 	INFO 	Keyboard events cleared
57.4047 	EXP 	fixation: autoDraw = False
57.4047 	EXP 	grating: autoDraw = True
57.7046 	EXP 	grating: autoDraw = False
58.0460 	DATA 	Keypress: right
58.0549 	EXP 	fixation: autoDraw = False
58.0549 	EXP 	grating: autoDraw = False
58.0549 	EXP 	grating: ori = -14.0
58.0549 	EXP 	fixation: autoDraw = True
58.5558 	INFO 	Keyboard events cleared
58.5552 	EXP 	fixation: autoDraw = False
58.5552 	EXP 	grating: autoDraw = True
58.8717 	EXP 	grating: autoDraw = False
58.9989 	DATA 	Keypress: left
59.0041 	EXP 	fixation: autoDraw = False
59.0041 	EXP 	grating: autoDraw = False
59.0041 	EXP 	grating: ori = -13.5
59.0041 	EXP 	fixation: autoDraw = True
59.5054 	INFO 	Keyboard events cleared
59.5048 	EXP 	fixation: autoDraw = False
59.5048 	EXP 	grating: autoDraw = True
59.8050 	EXP 	grating: autoDraw = False
60.0466 	DATA 	Keypress: right
60.0544 	EXP 	fixation: autoDraw = False
60.0544 	EXP 	grating: autoDraw = False
60.0544 	EXP 	grating: ori = -14.0
60.0544 	EXP 	fixation: autoDraw = True
60.5562 	INFO 	Keyboard events cleared
60.5555 	EXP 	fixation: autoDraw = False
60.5555 	EXP 	grating: autoDraw = True
60.8551 	EXP 	grating: autoDraw = False
61.4141 	DATA 	Keypress: left
61.4209 	EXP 	fixation: autoDraw = False
61.4209 	EXP 	grating: autoDraw = False
61.4209 	EXP 	grating: ori = -14.0
61.4209 	EXP 	fixation: autoDraw = True
61.9221 	INFO 	Keyboard events cleared
61.9214 	EXP 	fixation: autoDraw = False
61.9214 	EXP 	grating: autoDraw = True
62.2208 	EXP 	grating: autoDraw = False
62.6131 	DATA 	Keypress: right
62.6209 	EXP 	fixation: autoDraw = False
62.6209 	EXP 	grating: autoDraw = False
62.6209 	EXP 	grating: ori = -14.5
62.6209 	EXP 	fixation: autoDraw = True
63.1221 	INFO 	Keyboard events cleared
63.1215 	EXP 	fixation: autoDraw = False
63.1215 	EXP 	grating: autoDraw = True
63.4214 	EXP 	grating: autoDraw = False
63.6790 	DATA 	Keypress: right
63.6874 	EXP 	fixation: autoDraw = False
63.6874 	EXP 	grating: autoDraw = False
63.6874 	EXP 	grating: ori = -15.0
63.6874 	EXP 	fixation: autoDraw = True
64.1880 	INFO 	Keyboard events cleared
64.1875 	EXP 	fixation: autoDraw = False
64.1875 	EXP 	grating: autoDraw = True
64.4875 	EXP 	grating: autoDraw = False
64.5143 	DATA 	Keypress: left
64.5207 	EXP 	fixation: autoDraw = False
64.5207 	EXP 	grating: autoDraw = False
64.5207 	EXP 	grating: ori = -15.0
64.5207 	EXP 	fixation: autoDraw = True
65.0213 	INFO 	Keyboard events cleared
65.0207 	EXP 	fixation: autoDraw = False
65.0207 	EXP 	grating: autoDraw = True
65.3212 	EXP 	grating: autoDraw = False
65.4797 	DATA 	Keypress: right
65.4875 	EXP 	fixation: autoDraw = False
65.4875 	EXP 	grating: autoDraw = False
65.4875 	EXP 	grating: ori = -15.5
65.4875 	EXP 	fixation: autoDraw = True
65.9887 	INFO 	Keyboard events cleared
65.9880 	EXP 	fixation: autoDraw = False
65.9880 	EXP 	grating: autoDraw = True
66.2886 	EXP 	grating: autoDraw = False
66.4768 	DATA 	Keypress: left
66.4867 	EXP 	fixation: autoDraw = False
66.4867 	EXP 	grating: autoDraw = False
66.4867 	EXP 	grating: ori = 15.5
66.4867 	EXP 	fixation: autoDraw = True
66.9886 	INFO 	Keyboard events cleared
66.9880 	EXP 	fixation: autoDraw = False
66.9880 	EXP 	grating: autoDraw = True
67.2879 	EXP 	grating: autoDraw = False
67.6627 	DATA 	Keypress: left
67.6706 	EXP 	fixation: autoDraw = False
67.6706 	EXP 	grating: autoDraw = False
67.6706 	EXP 	grating: ori = -16.0
67.6706 	EXP 	fixation: autoDraw = True
68.1723 	INFO 	Keyboard events cleared
68.1716 	EXP 	fixation: autoDraw = False
68.1716 	EXP 	grating: autoDraw = True
68.4627 	DATA 	Keypress: right
68.4715 	EXP 	grating: autoDraw = False
68.4715 	EXP 	fixation: autoDraw = False
68.4715 	EXP 	grating: autoDraw = False
68.4715 	EXP 	grating: ori = 16.5
68.4715 	EXP 	fixation: autoDraw = True
68.9712 	INFO 	Keyboard events cleared
68.9706 	EXP 	grating: autoDraw = True
68.9872 	EXP 	fixation: autoDraw = False
69.2717 	EXP 	grating: autoDraw = False
69.3786 	DATA 	Keypress: left
69.3873 	EXP 	fixation: autoDraw = False
69.3873 	EXP 	grating: autoDraw = False
69.3873 	EXP 	grating: ori = -17.0
69.3873 	EXP 	fixation: autoDraw = True
69.8880 	INFO 	Keyboard events cleared
69.8874 	EXP 	fixation: autoDraw = False
69.8874 	EXP 	grating: autoDraw = True
70.1871 	EXP 	grating: autoDraw = False
70.4626 	DATA 	Keypress: left
70.4705 	EXP 	fixation: autoDraw = False
70.4705 	EXP 	grating: autoDraw = False
70.4705 	EXP 	grating: ori = -17.0
70.4705 	EXP 	fixation: autoDraw = True
70.9714 	INFO 	Keyboard events cleared
70.9709 	EXP 	fixation: autoDraw = False
70.9709 	EXP 	grating: autoDraw = True
71.2709 	EXP 	grating: autoDraw = False
71.4111 	DATA 	Keypress: right
71.4208 	EXP 	fixation: autoDraw = False
71.4208 	EXP 	grating: autoDraw = False
71.4208 	EXP 	grating: ori = -17.5
71.4208 	EXP 	fixation: autoDraw = True
71.9203 	INFO 	Keyboard events cleared
71.9198 	EXP 	fixation: autoDraw = False
71.9198 	EXP 	grating: autoDraw = True
72.2208 	EXP 	grating: autoDraw = False
72.5994 	DATA 	Keypress: left
72.6191 	EXP 	fixation: autoDraw = False
72.6191 	EXP 	grating: autoDraw = False
72.6191 	EXP 	grating: ori = -17.5
72.6191 	EXP 	fixation: autoDraw = True
73.1044 	INFO 	Keyboard events cleared
73.1038 	EXP 	grating: autoDraw = True
73.1206 	EXP 	fixation: autoDraw = False
73.4040 	EXP 	grating: autoDraw = False
73.7463 	DATA 	Keypress: right
73.7536 	EXP 	fixation: autoDraw = False
73.7536 	EXP 	grating: autoDraw = False
73.7536 	EXP 	grating: ori = 18.0
73.7536 	EXP 	fixation: autoDraw = True
74.2549 	INFO 	Keyboard events cleared
74.2543 	EXP 	fixation: autoDraw = False
74.2543 	EXP 	grating: autoDraw = True
74.5537 	EXP 	grating: autoDraw = False
74.8297 	DATA 	Keypress: left
74.8369 	EXP 	fixation: autoDraw = False
74.8369 	EXP 	grating: autoDraw = False
74.8369 	EXP 	grating: ori = -18.5
74.8369 	EXP 	fixation: autoDraw = True
75.3380 	INFO 	Keyboard events cleared
75.3374 	EXP 	fixation: autoDraw = False
75.3374 	EXP 	grating: autoDraw = True
75.6369 	EXP 	grating: autoDraw = False
76.1428 	DATA 	Keypress: left
76.1531 	EXP 	fixation: autoDraw = False
76.1531 	EXP 	grating: autoDraw = False
76.1531 	EXP 	grating: ori = 18.5
